,Topic,Time,Document
334,8,14,"[18735, 18742, 18754, 18755, 18757, 18767, 18786, 18800, 18830, 18831, 18832, 18845, 18873, 18876, 18879, 18885, 18892, 18899, 18903, 18907, 18919, 18950, 18954, 18964, 18965, 18978, 18990, 18994, 18999, 19008, 19026, 19028, 19035, 19041, 19045, 19051, 19074, 19089, 19135, 19170, 19180, 19199, 19230, 19232, 19309, 19319, 19326, 19352, 19370, 19371, 19384, 19389, 19418, 19419, 19437, 19438, 19449, 19482, 19483, 19491, 19500, 19525, 19541, 19565, 19606, 19609, 19649, 19672, 19773, 19787, 19828, 19829, 19835, 19837, 19889, 19915]"
335,8,15,"[20131, 20163, 20199, 20211, 20234, 20247, 20253, 20271, 20283, 20284, 20314, 20352, 20360, 20366, 20376, 20413, 20414, 20456, 20471, 20479, 20500, 20515, 20523, 20528, 20552, 20557, 20562, 20602, 20604, 20607, 20615, 20639, 20640, 20642, 20643, 20644, 20645, 20685]"
336,8,16,"[21010, 21041, 21051, 21063, 21131, 21141, 21149, 21151, 21158, 21166, 21167, 21183, 21184, 21189, 21196, 21200, 21211, 21267, 21272, 21282, 21292, 21305, 21311]"
337,8,17,"[21460, 21473, 21474, 21507, 21508, 21556, 21563, 21640, 21642, 21688, 21732, 21736, 21753, 21762, 21766, 21782, 21813, 21817, 21833, 21855, 21918, 21934, 21942, 21946, 21968, 21972, 22003, 22007, 22069]"
338,8,18,"[22190, 22239, 22241, 22269, 22314, 22366, 22408, 22468, 22499, 22519, 22524, 22537, 22546, 22582, 22637, 22638, 22644, 22658, 22695, 22726, 22737, 22872, 22894, 22900, 22931, 22932, 22934, 22960, 23019, 23069, 23079]"
339,8,19,"[23184, 23187, 23199, 23208, 23224, 23272, 23274, 23311, 23312, 23313, 23316, 23348, 23358, 23396, 23416, 23422, 23433, 23459, 23470, 23481, 23500, 23508, 23511, 23567, 23572, 23628, 23640, 23650, 23671, 23681, 23682, 23685]"
340,8,20,"[23805, 23806, 23808, 23814, 23817, 23819, 23824, 23828, 23831, 23832, 23847, 23850, 23852, 23859, 23860, 23867, 23874, 23879, 23880, 23881, 23889, 23914, 23919, 23920, 23929, 23930, 23932, 23933, 23945, 23959, 23966, 23969, 23987, 23988, 23989, 23990, 23994, 24046, 24047, 24052, 24053, 24054, 24064, 24065, 24067, 24073, 24074, 24076, 24084, 24085, 24086, 24087, 24097, 24107, 24108, 24111, 24112, 24113, 24124, 24126, 24128, 24130, 24131, 24132, 24147, 24150, 24152, 24153, 24157, 24161, 24171, 24176, 24179, 24180, 24182, 24183, 24187, 24199, 24203, 24204, 24212, 24219, 24222, 24247, 24257, 24261, 24263, 24282, 24283, 24284, 24289, 24290, 24291]"
341,8,21,"[24412, 24414, 24416, 24427, 24434, 24439, 24452, 24466, 24476, 24477, 24487, 24503, 24528, 24531, 24532, 24554, 24563, 24582, 24583, 24584, 24594, 24665, 24687, 24717, 24720, 24726, 24746, 24761, 24762, 24782, 24807, 24818, 24882, 24883, 24899, 24900]"
342,8,22,"[25113, 25114, 25129, 25136, 25150, 25155, 25209, 25217, 25223, 25326, 25340, 25353, 25359, 25403, 25408, 25417, 25428, 25432, 25443, 25479, 25488, 25499, 25509, 25511, 25521, 25564, 25585, 25587, 25596, 25614, 25621, 25625]"
343,8,23,"[25754, 25761, 25791, 25792, 25798, 25824, 25846, 25847, 25848, 25849, 25864, 25865, 25898, 25911, 25913, 25919, 25920, 25940, 25952, 25960, 25973, 25975, 25987, 26006, 26047, 26157, 26168, 26176, 26182, 26202, 26207, 26216, 26219, 26232, 26249]"
344,8,24,"[26361, 26380, 26381, 26428, 26439, 26443, 26476, 26479, 26552, 26553, 26558, 26564, 26571, 26601, 26646, 26663, 26672, 26676, 26715, 26720, 26750, 26752, 26753, 26766]"
345,8,25,"[26917, 26919, 26950, 26952, 27005, 27042, 27051, 27090, 27183, 27188, 27189, 27198, 27219, 27231, 27239, 27277, 27285, 27335, 27357, 27366, 27372, 27379]"
346,8,26,"[27549, 27553, 27555, 27576, 27593, 27595, 27647, 27656, 27670, 27730, 27776, 27782, 27785, 27803, 27821, 27822, 27876, 27886, 27894, 27911, 27925, 27929, 27987, 28021, 28032]"
347,8,27,"[28162, 28171, 28193, 28213, 28214, 28226, 28240, 28294, 28295, 28296, 28297, 28335, 28373, 28379, 28385, 28423, 28424, 28431, 28432, 28485, 28497, 28541, 28558, 28591, 28612, 28623, 28627, 28643, 28644, 28652]"
348,8,28,"[28764, 28766, 28770, 28772, 28783, 28785, 28792, 28798, 28808, 28809, 28810, 28811, 28820, 28822, 28823, 28831, 28858, 28864, 28869, 28872, 28873, 28874, 28885, 28893, 28895, 28897, 28905, 28919, 28923, 28941, 28966, 28968, 28969, 28971, 28972, 28973, 28974, 28982, 28985, 28987, 28988, 28989, 28997, 28999, 29003, 29007, 29011, 29017, 29052, 29053, 29059, 29060, 29061, 29067, 29072, 29074, 29075, 29083, 29088, 29090, 29102, 29112, 29114, 29115, 29118, 29120, 29126, 29127, 29135, 29139, 29145, 29147, 29149, 29151, 29157, 29179, 29182, 29185, 29193, 29213, 29216, 29220, 29223, 29224, 29231, 29241, 29247]"
349,8,29,"[29365, 29369, 29370, 29371, 29372, 29375, 29376, 29382, 29388, 29393, 29394, 29456, 29473, 29479, 29482, 29550, 29578, 29591, 29596, 29603, 29657, 29669, 29721, 29727, 29777, 29779, 29789]"
350,8,30,"[30009, 30031, 30036, 30053, 30072, 30088, 30095, 30117, 30135, 30137, 30174, 30206, 30223, 30241, 30242, 30271, 30294, 30302, 30304, 30308, 30377, 30378, 30386, 30428, 30455, 30477, 30480, 30481, 30484, 30521]"
351,8,31,"[30638, 30641, 30642, 30653, 30673, 30697, 30704, 30742, 30750, 30762, 30764, 30805, 30808, 30820, 30834, 30865, 30912, 30948, 30956, 30995, 31018, 31026, 31038]"
352,8,32,"[31148, 31152, 31160, 31180, 31208, 31256, 31264, 31290, 31291, 31309, 31318, 31319, 31343, 31350, 31373, 31396, 31405, 31440, 31504, 31541, 31542, 31612, 31635]"
353,8,33,"[31763, 31800, 31804, 31856, 31876, 31881, 31887, 31912, 31923, 31961, 31989, 31992, 31998, 32024, 32031, 32042, 32049, 32059, 32102, 32118, 32132, 32141, 32145, 32146, 32241, 32246, 32253, 32256, 32257, 32306]"
354,8,34,"[32431, 32435, 32436, 32439, 32440, 32445, 32451, 32454, 32460, 32477, 32481, 32551, 32553, 32556, 32566, 32575, 32587, 32613, 32616, 32656, 32671, 32679, 32682, 32683, 32685, 32686, 32694, 32721, 32726, 32742, 32777, 32787, 32795, 32805, 32823, 32845, 32912, 32913]"
355,8,35,"[33097, 33119, 33122, 33123, 33187, 33193, 33199, 33201, 33237, 33250, 33317, 33323, 33387, 33479, 33515, 33524, 33525]"
356,8,36,"[33691, 33735, 33758, 33818, 33833, 33849, 33855, 33866, 34139, 34143]"
357,8,37,"[34310, 34342, 34385, 34407, 34476, 34523, 34536, 34553, 34558, 34629, 34647, 34656, 34657, 34661, 34662, 34667, 34671, 34717]"
358,8,38,"[34897, 34926, 34969, 34979, 34980, 35020, 35025, 35038, 35088, 35096, 35120, 35124, 35166, 35293, 35333, 35354, 35374]"
359,8,39,"[35479, 35494, 35547, 35638, 35648]"
360,9,0,[]
361,9,1,"[14, 61, 73, 82, 83, 84, 106, 110, 136, 150, 307, 343, 376, 433, 524, 529, 561, 574, 613, 626, 650, 669, 683, 696, 718, 828, 834, 864, 866, 894, 906, 916, 963, 966, 999, 1104, 1114, 1128, 1130, 1176, 1197, 1211, 1259, 1275, 1334, 1360, 1363, 1368, 1371, 1395, 1533, 1562, 1627, 1719, 1731, 1774, 1813, 1847, 1913, 1935, 1936, 1950, 2093, 2147, 2189, 2411, 2412, 2457, 2462, 2515, 2531, 2557, 2575, 2607, 2623, 2629, 2638, 2640, 2683, 2688, 2696, 2783, 2810, 2845, 2876, 2910, 2934, 2943, 2946, 2960, 2971, 3037, 3093, 3096, 3110, 3215, 3264, 3288, 3291, 3296, 3324, 3345, 3382, 3400, 3495, 3501, 3538, 3565, 3573, 3619, 3654, 3700, 3755, 3776, 3819, 3893, 3950, 4023, 4041, 4051, 4081, 4093, 4108, 4120, 4121, 4125, 4126, 4128, 4140, 4145, 4155, 4157, 4173, 4187, 4193, 4204, 4211, 4212, 4230, 4233, 4246, 4250, 4298, 4299, 4311, 4323, 4345, 4360, 4365, 4374, 4378, 4408, 4433, 4441, 4444, 4460, 4461, 4473, 4489, 4502, 4503, 4506, 4507, 4511, 4517, 4528, 4535, 4548, 4550, 4666, 4667, 4694, 4717, 4727, 4728, 4767, 4844, 4872, 4996, 5038, 5039, 5057, 5061, 5081, 5092, 5240, 5258, 5283, 5393, 5409, 5466, 5622, 5628, 5640, 5701, 5714, 5769, 5811, 5830, 5835, 5851, 5853, 5854, 5857, 5869, 5890, 5898, 5945, 5968, 5970, 5976, 5978, 5992, 6035, 6038, 6063, 6064, 6065, 6070, 6078, 6079, 6080, 6083, 6084, 6099, 6101, 6105, 6108, 6109, 6112, 6119, 6122, 6146, 6150, 6157, 6164, 6171, 6198, 6202, 6215, 6239, 6240, 6247, 6270, 6289, 6314, 6321, 6337, 6345, 6352, 6353, 6373, 6376, 6397, 6426, 6455, 6543, 6564, 6573, 6621, 6625, 6630, 6634, 6642, 6651, 6653, 6670, 6681, 6687, 6702, 6709, 6720, 6745, 6746, 6749, 6756, 6798, 6803, 6863, 6869, 6919, 6926, 6928, 6941, 6947, 6955, 6974, 6982, 6989, 6991, 7016, 7051, 7156, 7222, 7241, 7282, 7297, 7318, 7361, 7362, 7380, 7460, 7461, 7462, 7463, 7468, 7476, 7479, 7487, 7497, 7506, 7515, 7519, 7553, 7579, 7588, 7589, 7599, 7623, 7629, 7668, 7701]"
362,9,2,"[9342, 9352, 9374, 9451, 9478, 9499, 9522, 9548, 9590, 9594, 9610, 9611, 9644, 9654, 9658, 9673, 9675, 9680, 9686, 9696, 9715, 9722, 9744, 9754, 9868, 9890, 9955, 10106, 10109, 10290, 10376, 10429, 10444, 10448, 10483, 10497, 10506, 10563, 10576, 10617, 10658, 10693, 10709, 10715, 10719, 10722, 10723, 10750, 10752, 10753, 10787, 10889, 10988, 10996, 11011, 11032, 11086, 11103, 11121, 11143, 11161, 11189, 11249, 11250, 11266, 11279, 11298, 11306, 11312, 11325, 11333, 11349, 11358, 11365, 11400, 11431, 11473, 11490]"
363,9,3,"[11602, 11603, 11621, 11634, 11653, 11668, 11682, 11685, 11708, 11720, 11758, 11773, 11782, 11797, 11814, 11822, 11826, 11914, 11915, 11916, 11954, 12022, 12045, 12055]"
364,9,4,"[12195, 12198, 12253, 12310, 12321, 12323, 12336, 12369, 12374, 12390, 12403, 12414, 12415, 12446, 12508, 12515, 12519, 12530, 12591, 12600, 12639, 12640, 12685]"
365,9,5,"[12799, 12816, 12836, 12838, 12856, 12894, 12895, 12903, 12907, 12921, 12923, 12940, 12944, 13011, 13097, 13109, 13120, 13121, 13159, 13172, 13218, 13272, 13303]"
366,9,6,"[13439, 13447, 13461, 13474, 13486, 13495, 13507, 13508, 13515, 13583, 13604, 13619, 13670, 13724, 13725, 13785, 13790, 13798, 13801, 13811, 13880, 13887]"
367,9,7,"[14105, 14114, 14132, 14149, 14177, 14186, 14193, 14206, 14227, 14241, 14244, 14245, 14248, 14251, 14253, 14256, 14257, 14262, 14263, 14267, 14276, 14295, 14311, 14318, 14351, 14357, 14368, 14469, 14481, 14485, 14486]"
368,9,8,"[14611, 14620, 14629, 14639, 14648, 14659, 14687, 14695, 14717, 14740, 14744, 14752, 14753, 14769, 14785, 14798, 14819, 14821, 14824, 14827, 14861, 14862, 14864, 14866, 14871, 14881, 14898, 14900, 14905, 14906, 14907, 14908, 14943, 14969, 14974, 14975, 14978, 14991, 15016, 15039, 15064]"
369,9,9,"[15226, 15231, 15293, 15333, 15351, 15355, 15356, 15361, 15384, 15385, 15388, 15410, 15449, 15461, 15479, 15533, 15582, 15617, 15621, 15629, 15706]"
370,9,10,"[16091, 16108, 16140, 16216, 16234, 16287, 16321, 16328, 16356, 16443, 16466, 16539, 16674, 16678, 16734, 16739]"
371,9,11,"[16891, 16962, 16966, 16988, 16993, 17018, 17057, 17094, 17095, 17104, 17145, 17152, 17183, 17192, 17218, 17233, 17237, 17238, 17248, 17250, 17300, 17312, 17376, 17401]"
372,9,12,"[17529, 17550, 17556, 17593, 17770, 17885, 17899]"
373,9,13,"[18071, 18093, 18110, 18148, 18151, 18152, 18153, 18252, 18275, 18282, 18386, 18391, 18402, 18414, 18428, 18434, 18439, 18449, 18471, 18498, 18526]"
374,9,14,"[18694, 18716, 18783, 18792, 18793, 18914, 19009, 19013, 19029, 19033, 19080, 19145, 19177, 19183, 19209, 19258, 19317, 19321, 19406, 19432, 19460, 19486, 19548, 19586, 19587, 19760, 19765, 19797, 19820, 19845, 19853]"
375,9,15,"[20150, 20161, 20226, 20250, 20252, 20363, 20364, 20368, 20402, 20404, 20439, 20464, 20465, 20466, 20481, 20518, 20524, 20554, 20558, 20568, 20594, 20595, 20630, 20631, 20662]"
376,9,16,"[20917, 20958, 20966, 20981, 21027, 21074, 21116, 21187, 21290]"
377,9,17,"[21471, 21480, 21487, 21566, 21601, 21658, 21684, 21787, 21868, 21869, 21911, 21959, 21971, 21976, 22046]"
378,9,18,"[22262, 22306, 22307, 22311, 22324, 22340, 22351, 22352, 22357, 22383, 22454, 22503, 22522, 22531, 22544, 22575, 22583, 22621, 22751, 22780, 22811, 22813, 22835, 22885, 22924, 22943, 22944, 22950]"
379,9,19,"[23195, 23198, 23211, 23259, 23339, 23398, 23489, 23494, 23522, 23627, 23644, 23694]"
380,9,20,"[23978, 24020, 24061, 24251, 24273, 24288]"
381,9,21,"[24453, 24495, 24506, 24507, 24557, 24560, 24579, 24589, 24611, 24621, 24633, 24662, 24729, 24764, 24778, 24797, 24819, 24844, 24849, 24877, 24880, 24886]"
382,9,22,"[25251, 25255, 25284, 25324, 25336, 25360, 25381, 25393, 25404, 25461, 25544, 25557, 25572, 25604]"
383,9,23,"[25789, 25797, 25818, 25912, 25970, 25972, 26002, 26019, 26048, 26077, 26089, 26093, 26138, 26158, 26193, 26209, 26214, 26225, 26245]"
384,9,24,"[26371, 26389, 26426, 26435, 26461, 26473, 26492, 26522, 26525, 26526, 26581, 26597, 26598, 26605, 26607]"
385,9,25,"[26946, 26969, 26991, 27004, 27054, 27153, 27218, 27241, 27262, 27336, 27351]"
386,9,26,"[27618, 27622, 27626, 27636, 27655, 27665, 27728, 27832, 27834, 27916, 27967, 27991, 28013, 28041]"
387,9,27,"[28165, 28166, 28195, 28263, 28400, 28426, 28455, 28472, 28510, 28592, 28597, 28601, 28608, 28637]"
388,9,28,"[28805, 28860, 28861, 28876, 28947, 28954, 28957, 28958, 29086, 29098, 29099, 29132, 29133, 29169]"
389,9,29,"[29409, 29410, 29416, 29420, 29423, 29428, 29441, 29455, 29463, 29499, 29514, 29545, 29571, 29576, 29608, 29619, 29634, 29638, 29649, 29684, 29737, 29738, 29757, 29794, 29807, 29828, 29829]"
390,9,30,"[30000, 30055, 30065, 30067, 30074, 30079, 30122, 30182, 30183, 30216, 30246, 30248, 30255, 30261, 30265, 30339, 30365, 30373, 30438, 30462, 30478, 30489, 30510, 30514]"
391,9,31,"[30655, 30836, 30920]"
392,9,32,"[31153, 31204, 31242, 31354, 31400, 31428, 31466, 31645, 31647]"
393,9,33,"[31897, 31929, 32147, 32281]"
394,9,34,"[32423, 32489, 32537, 32601, 32609, 32634, 32700, 32701, 32790, 32815, 32866, 32890]"
395,9,35,"[33071, 33072, 33081, 33087, 33101, 33117]"
396,9,36,"[33700, 33753]"
397,9,37,"[34403, 34425, 34477, 34524, 34547, 34605, 34622, 34623, 34639, 34641, 34673, 34689, 34692, 34695, 34701, 34706, 34723, 34726, 34731, 34752, 34755, 34757, 34761, 34763, 34764, 34780, 34789, 34790]"
398,9,38,"[34907, 34908, 34928, 34949, 34950, 34953, 34974, 35015, 35037, 35040, 35041, 35042, 35050, 35061, 35071, 35108, 35113, 35136, 35221, 35257, 35291, 35315, 35341, 35342, 35343, 35349]"
399,9,39,"[35476, 35500, 35523, 35560, 35587, 35590, 35593, 35610, 35622, 35623, 35634, 35650, 35667]"
400,10,0,[]
401,10,1,"[4, 23, 25, 26, 32, 33, 57, 91, 129, 163, 209, 212, 236, 274, 329, 336, 346, 368, 396, 428, 437, 455, 500, 505, 506, 511, 516, 525, 540, 543, 564, 605, 635, 644, 660, 678, 690, 771, 774, 785, 840, 846, 847, 855, 902, 912, 935, 938, 977, 1006, 1020, 1021, 1092, 1101, 1115, 1121, 1160, 1165, 1169, 1174, 1180, 1201, 1264, 1268, 1285, 1322, 1469, 1622, 1656, 1669, 1682, 1727, 1737, 1769, 1815, 1828, 1882, 1899, 1900, 1902, 1911, 1940, 1981, 2005, 2042, 2066, 2118, 2142, 2145, 2208, 2269, 2440, 2445, 2446, 2458, 2547, 2560, 2569, 2570, 2615, 2622, 2666, 2769, 2883, 2937, 3034, 3049, 3053, 3075, 3207, 3236, 3238, 3269, 3293, 3321, 3335, 3417, 3427, 3484, 3491, 3519, 3543, 3550, 3578, 3615, 3618, 3640, 3693, 3705, 3748, 3806, 3825, 3978, 3999, 4007, 4012, 4025, 4063, 4064, 4065, 4174, 4272, 4281, 4282, 4335, 4348, 4356, 4409, 4439, 4450, 4462, 4530, 4541, 4572, 4613, 4640, 4649, 4670, 4704, 4785, 4835, 4881, 4901, 5015, 5018, 5021, 5030, 5127, 5157, 5172, 5176, 5209, 5266, 5281, 5297, 5306, 5382, 5391, 5399, 5405, 5408, 5416, 5431, 5432, 5449, 5493, 5504, 5522, 5524, 5557, 5573, 5584, 5589, 5596, 5599, 5603, 5605, 5608, 5609, 5612, 5613, 5615, 5617, 5623, 5625, 5631, 5635, 5647, 5657, 5669, 5670, 5675, 5677, 5682, 5684, 5685, 5686, 5694, 5699, 5722, 5725, 5741, 5743, 5756, 5757, 5766, 5767, 5780, 5785, 5806, 5809, 5822, 5825, 5837, 5842, 5852, 5859, 5860, 5871, 5884, 5886, 5903, 5904, 5913, 5916, 5924, 5926, 5935, 5936, 5952, 5960, 5972, 5975, 5984, 5996, 5998, 6011, 6016, 6029, 6031, 6047, 6050, 6075, 6082, 6100, 6102, 6103, 6111, 6115, 6129, 6133, 6141, 6144, 6154, 6155, 6165, 6168, 6182, 6186, 6189, 6201, 6203, 6213, 6216, 6229, 6230, 6234, 6266, 6268, 6276, 6279, 6296, 6297, 6300, 6308, 6310, 6326, 6331, 6339, 6347, 6350, 6363, 6364, 6372, 6374, 6381, 6386, 6387, 6395, 6396, 6400, 6408, 6409, 6418, 6419, 6425, 6427, 6436, 6441, 6453, 6456, 6463, 6467, 6483, 6484, 6488, 6499, 6501, 6516, 6519, 6520, 6524, 6538, 6547, 6556, 6562, 6563, 6566, 6569, 6591, 6594, 6610, 6615, 6618, 6624, 6626, 6638, 6639, 6640, 6643, 6649, 6650, 6657, 6660, 6674, 6680, 6691, 6694, 6710, 6713, 6725, 6727, 6737, 6739, 6744, 6747, 6781, 6788, 6800, 6802, 6810, 6822, 6824, 6835, 6856, 6859, 6870, 6873, 6882, 6885, 6886, 6888, 6889, 6892, 6907, 6909, 6910, 6924, 6929, 6937, 6940, 6949, 6951, 6958, 6959, 6964, 6977, 6978, 6980, 6990, 6995, 7000, 7003, 7021, 7022, 7032, 7034, 7042, 7072, 7073, 7085, 7087, 7092, 7094, 7102, 7109, 7118, 7123, 7126, 7131, 7132, 7141, 7143, 7153, 7160, 7165, 7171, 7174, 7176, 7178, 7204, 7206, 7212, 7229, 7231, 7242, 7243, 7247, 7250, 7255, 7257, 7275, 7276, 7284, 7359, 7360, 7397, 7399, 7446, 7474, 7563, 7614, 7636, 7689, 7698]"
402,10,2,"[9291, 9305, 9331, 9333, 9336, 9442, 9474, 9477, 9480, 9494, 9523, 9536, 9538, 9539, 9541, 9572, 9589, 9714, 9748, 9749, 9760, 9803, 9815, 9877, 9957, 9969, 9995, 10024, 10040, 10105, 10128, 10129, 10149, 10157, 10158, 10165, 10168, 10173, 10174, 10177, 10179, 10185, 10186, 10201, 10209, 10216, 10283, 10304, 10314, 10330, 10352, 10392, 10399, 10401, 10427, 10442, 10460, 10494, 10495, 10496, 10572, 10625, 10654, 10678, 10701, 10716, 10742, 10743, 10811, 10820, 10822, 10824, 10877, 10920, 10949, 10985, 11039, 11088, 11091, 11101, 11102, 11108, 11118, 11128, 11132, 11137, 11157, 11160, 11165, 11252, 11253, 11261, 11263, 11267, 11272, 11281, 11283, 11286, 11301, 11391, 11423]"
403,10,3,"[11591, 11612, 11620, 11626, 11637, 11643, 11686, 11728, 11786, 11806, 11869, 12085]"
404,10,4,"[12303, 12309, 12313, 12319, 12404, 12405, 12460, 12472, 12490, 12542, 12550, 12554, 12563, 12580, 12672]"
405,10,5,"[12879, 12882, 12888, 12906, 13153, 13173, 13192, 13241, 13253, 13254, 13255, 13299]"
406,10,6,"[13438, 13446, 13472, 13487, 13522, 13523, 13534, 13562, 13582, 13643, 13647, 13685, 13747, 13771, 13803, 13821, 13841, 13842, 13853, 13854, 13890]"
407,10,7,"[14015, 14025, 14080, 14081, 14093, 14137, 14202, 14229, 14265, 14327, 14385, 14391, 14393, 14410, 14428, 14474, 14477]"
408,10,8,"[14622, 14632, 14673, 14682, 14801, 14814, 14872, 14954, 14971, 15044, 15057, 15089, 15091, 15092, 15097]"
409,10,9,"[15237, 15249, 15271, 15383, 15393, 15396, 15415, 15417, 15418, 15430, 15433, 15456, 15468, 15474, 15482, 15487, 15504, 15516, 15520, 15524, 15525, 15539, 15541, 15548, 15555, 15562, 15564, 15578, 15586, 15587, 15591, 15624, 15659, 15674, 15712, 15715, 15716, 15717, 15718, 15719, 15720, 15721, 15722, 15723, 15724, 15725, 15726, 15727, 15728, 15729, 15730, 15731, 15732, 15733, 15734, 15735, 15736, 15737, 15738, 15739, 15740, 15741, 15742, 15743, 15744, 15745, 15746, 15747, 15748, 15749, 15750, 15751, 15752, 15753, 15754, 15756, 15757, 15767, 15782, 15792, 15795]"
410,10,10,"[16030, 16037, 16097, 16113, 16119, 16160, 16180, 16190, 16195, 16215, 16222, 16239, 16258, 16272, 16279, 16299, 16318, 16334, 16353, 16379, 16383, 16417, 16420, 16428, 16454, 16462, 16464, 16473, 16498, 16551, 16559, 16565, 16583, 16586, 16592, 16599, 16607, 16646, 16647, 16698, 16716, 16736, 16738, 16782]"
411,10,11,"[16915, 16932, 16963, 16964, 16968, 17000, 17055, 17061, 17100, 17107, 17128, 17131, 17147, 17214, 17222, 17241, 17309, 17316, 17341, 17349, 17361, 17362, 17389]"
412,10,12,"[17542, 17608, 17627, 17633, 17634, 17650, 17657, 17668, 17683, 17707, 17725, 17771, 17772, 17811, 17863, 17864, 17872, 17876, 17887, 17888, 17894]"
413,10,13,"[18039, 18043, 18085, 18171, 18193, 18238, 18268, 18272, 18295, 18298, 18313, 18314, 18346, 18370, 18465, 18482, 18514, 18534, 18538]"
414,10,14,"[18781, 18803, 18833, 18836, 18841, 18848, 18855, 19012, 19043, 19055, 19150, 19179, 19193, 19210, 19227, 19240, 19346, 19349, 19413, 19539, 19569, 19575, 19582, 19584, 19677, 19693, 19756, 19795, 19838, 19855, 19864, 19880, 19882, 19883, 19899, 19903]"
415,10,15,"[20130, 20212, 20243, 20245, 20279, 20280, 20288, 20292, 20309, 20315, 20354, 20415, 20441, 20475, 20476, 20519, 20543, 20702, 20730]"
416,10,16,"[20864, 20878, 20929, 20988, 20997, 21007, 21032, 21034, 21068, 21124, 21144, 21277, 21293]"
417,10,17,"[21481, 21691, 21708, 21716, 21751, 21797, 21801, 21841, 21862, 21897, 21905, 21906, 21939, 21941, 21969, 21994]"
418,10,18,"[22192, 22195, 22204, 22215, 22219, 22230, 22231, 22237, 22253, 22254, 22255, 22275, 22282, 22287, 22290, 22296, 22297, 22303, 22365, 22412, 22413, 22434, 22447, 22456, 22466, 22469, 22515, 22525, 22569, 22578, 22617, 22627, 22628, 22661, 22679, 22703, 22715, 22730, 22752, 22760, 22770, 22774, 22799, 22819, 22821, 22822, 22823, 22952, 23016, 23021, 23033, 23073]"
419,10,19,"[23185, 23204, 23205, 23235, 23239, 23305, 23318, 23327, 23363, 23425, 23485, 23564, 23607, 23614]"
420,10,20,"[23839, 23963, 23974, 23982, 24192, 24255, 24266]"
421,10,21,"[24408, 24470, 24505, 24552, 24614, 24630, 24697, 24718, 24728, 24742, 24747, 24750, 24787, 24800, 24823, 24831, 24832, 24836, 24842, 24847, 24848, 24872, 24876, 24905]"
422,10,22,"[25125, 25146, 25207, 25224, 25239, 25281, 25282, 25293, 25309, 25366, 25388, 25390, 25396, 25397, 25437, 25516, 25573, 25615]"
423,10,23,"[25771, 25787, 25795, 25812, 25875, 25893, 25903, 25904, 25908, 25923, 25955, 25982, 25991, 25998, 25999, 26012, 26017, 26022, 26104, 26111, 26145, 26203, 26236]"
424,10,24,"[26445, 26471, 26494, 26538, 26583, 26590, 26645, 26657, 26693, 26703, 26710, 26775, 26776]"
425,10,25,"[26905, 26912, 26957, 26972, 26975, 27015, 27089, 27105, 27124, 27244, 27245, 27281, 27303, 27315, 27329]"
426,10,26,"[27603, 27651, 27716, 27719, 27749, 27850, 27862, 27872, 27885, 27924, 27977, 27994, 27995, 28023]"
427,10,27,"[28167, 28187, 28235, 28265, 28269, 28325, 28447, 28456, 28630, 28635, 28636]"
428,10,28,"[28806, 28901, 28902, 29087, 29104, 29129, 29130, 29188]"
429,10,29,"[29529, 29560, 29565, 29594, 29667, 29695, 29716, 29735, 29765, 29788, 29791, 29795, 29845, 29865]"
430,10,30,"[29999, 30050, 30069, 30070, 30103, 30104, 30125, 30177, 30215, 30226, 30253, 30262, 30350, 30352, 30499, 30525]"
431,10,31,"[30646, 30647, 30649, 30660, 30667, 30675, 30676, 30691, 30717, 30838, 30869, 30881, 30919, 30927, 30958, 30984, 31001, 31020]"
432,10,32,"[31162, 31184, 31195, 31203, 31214, 31236, 31298, 31357, 31377, 31379, 31384, 31385, 31411, 31431, 31494, 31573, 31576, 31579, 31596, 31640]"
