,Topic,Time,Document
736,18,16,"[20874, 20880, 20911, 20919, 20940, 20943, 20956, 20976, 21006, 21020, 21069, 21080, 21101, 21108, 21157, 21280, 21318]"
737,18,17,"[21534, 21568, 21665, 21700, 21738, 21757, 21759, 21771, 21789, 21812, 21878, 21953, 21987, 21997, 22042]"
738,18,18,"[22184, 22194, 22221, 22251, 22261, 22313, 22380, 22407, 22417, 22437, 22451, 22462, 22464, 22487, 22495, 22545, 22559, 22620, 22667, 22682, 22684, 22688, 22697, 22702, 22704, 22708, 22710, 22747, 22757, 22762, 22792, 22814, 22816, 22828, 22837, 22863, 22866, 22873, 22879, 22882, 22913, 22937, 22939, 22948, 22962, 22970, 22979, 22981, 22996, 23027, 23032, 23036, 23040, 23067, 23070]"
739,18,19,"[23216, 23225, 23257, 23371, 23378, 23381, 23399, 23413, 23435, 23442, 23448, 23456, 23466, 23476, 23477, 23484, 23501, 23509, 23516, 23523, 23547, 23551, 23571, 23576, 23592, 23622, 23634, 23635, 23652, 23692, 23693]"
740,18,20,"[23801, 23840, 23841, 23848, 23892, 23897, 23898, 23901, 23912, 23923, 23934, 23942, 23977, 24017, 24042, 24091, 24093, 24122, 24143, 24144, 24220]"
741,18,21,"[24405, 24429, 24445, 24446, 24448, 24523, 24533, 24546, 24600, 24605, 24643, 24644, 24653, 24674, 24680, 24691, 24694, 24752, 24779, 24798, 24808, 24809, 24853, 24854, 24874, 24901]"
742,18,22,"[25120, 25133, 25173, 25180, 25221, 25249, 25275, 25304, 25351, 25372, 25392, 25413, 25418, 25423, 25431, 25439, 25570, 25571, 25578, 25631]"
743,18,23,"[25748, 25749, 25804, 25826, 25835, 25842, 25863, 25891, 25892, 25896, 25897, 25915, 25956, 26041, 26076, 26078, 26081, 26088, 26090, 26094, 26100, 26106, 26131, 26139, 26147, 26150, 26156, 26159, 26171, 26196]"
744,18,24,"[26453, 26464, 26572, 26573, 26574, 26636, 26666, 26696, 26727, 26736, 26778]"
745,18,25,"[26922, 26928, 26936, 26968, 26986, 26988, 27052, 27191, 27192, 27206, 27208, 27225, 27266, 27267, 27280, 27308, 27322, 27326, 27339, 27353, 27396, 27397]"
746,18,26,"[27534, 27607, 27645, 27737, 27738, 27846, 27870, 27989]"
747,18,27,"[28170, 28173, 28201, 28229, 28230, 28262, 28341, 28351, 28366, 28370, 28479, 28498, 28603]"
748,18,28,"[28796, 28877, 28951, 29021, 29045, 29089, 29137, 29219, 29236, 29255]"
749,18,29,"[29384, 29436, 29439, 29445, 29458, 29612, 29613, 29699, 29720, 29742, 29767, 29778, 29780, 29797, 29827, 29844, 29851, 29864]"
750,18,30,"[29992, 30030, 30091, 30123, 30129, 30147, 30172, 30184, 30357, 30358, 30376, 30402, 30430, 30431, 30451, 30494, 30508, 30515]"
751,18,31,"[30657, 30663, 30672, 30689, 30751, 30759, 30769, 30855, 30930, 30999, 31009, 31010]"
752,18,32,"[31259, 31266, 31351, 31390, 31464, 31486, 31505, 31531, 31536, 31545, 31546, 31547, 31604]"
753,18,33,"[31759, 31828, 31830, 31834, 31852, 31866, 31911, 31939, 31946, 31952, 31953, 31968, 31991, 32015, 32051, 32070, 32100, 32122, 32184, 32200, 32203, 32206, 32208, 32209, 32213, 32219, 32222, 32230, 32237, 32270, 32289, 32290, 32294, 32295, 32308, 32309]"
754,18,34,"[32490, 32505, 32509, 32511, 32515, 32527, 32549, 32606, 32649, 32687, 32732, 32746, 32753, 32754, 32793, 32794, 32807, 32818, 32848, 32861, 32880]"
755,18,35,"[33085, 33093, 33100, 33105, 33127, 33316, 33432, 33454, 33458, 33480, 33490, 33504, 33513, 33523, 33532, 33535, 33551]"
756,18,36,"[33723, 33757, 33902, 34035, 34059]"
757,18,37,"[34284, 34329, 34348, 34364, 34431, 34489, 34516, 34584, 34687, 34705, 34748, 34788]"
758,18,38,"[34895, 34936, 35029, 35039, 35076, 35079, 35142, 35219, 35236, 35245, 35248, 35249, 35250, 35259, 35278, 35331, 35340, 35348, 35368]"
759,18,39,"[35472, 35474, 35534, 35551, 35569, 35595, 35619, 35641, 35643, 35672]"
760,19,0,[]
761,19,1,"[48, 52, 64, 111, 120, 128, 130, 332, 335, 363, 412, 432, 438, 468, 492, 569, 580, 600, 607, 666, 698, 703, 721, 743, 750, 757, 761, 763, 777, 780, 793, 801, 804, 815, 822, 824, 845, 856, 860, 918, 923, 970, 972, 975, 1010, 1151, 1179, 1189, 1233, 1266, 1317, 1397, 1420, 1476, 1478, 1505, 1521, 1546, 1558, 1581, 1609, 1628, 1638, 1706, 1707, 1720, 1733, 1738, 1754, 1843, 1851, 1891, 1893, 1894, 1915, 1944, 1945, 2087, 2092, 2111, 2125, 2151, 2177, 2192, 2195, 2200, 2234, 2493, 2494, 2498, 2624, 2626, 2643, 2644, 2645, 2657, 2675, 2681, 2710, 2716, 2737, 2743, 2804, 2838, 2839, 2894, 2898, 2906, 2933, 2950, 2972, 2993, 3015, 3062, 3064, 3065, 3182, 3186, 3420, 3442, 3606, 3667, 3675, 3760, 3804, 3827, 3953, 3990, 4143, 4185, 4203, 4209, 4210, 4231, 4236, 4239, 4342, 4362, 4367, 4368, 4406, 4464, 4465, 4486, 4569, 4604, 4642, 4715, 4748, 4754, 4825, 4857, 4875, 4948, 5058, 5118, 5122, 5134, 5144, 5149, 5150, 5463, 5503, 5569, 5616, 5627, 5678, 5695, 5704, 5730, 5763, 5792, 5795, 5802, 5820, 5833, 5866, 5894, 5938, 5949, 5995, 6024, 6118, 6135, 6148, 6244, 6254, 6273, 6333, 6340, 6440, 6444, 6551, 6571, 6661, 6675, 6699, 6708, 6736, 6766, 6829, 6838, 6946, 6963, 7035, 7065, 7086, 7145, 7219, 7306, 7377, 7396, 7422, 7439, 7486, 7557, 7570, 7600, 7706, 7715, 7716]"
762,19,2,"[9358, 9369, 9403, 9412, 9437, 9487, 9528, 9537, 9682, 9719, 9727, 9728, 9771, 9776, 9794, 9912, 9927, 10003, 10062, 10097, 10170, 10270, 10271, 10325, 10600, 10623, 10660, 10677, 10745, 10760, 10781, 10863, 10895, 10914, 10916, 10924, 10926, 10940, 10941, 10942, 10944, 10945, 10946, 10947, 10951, 10953, 10954, 10964, 10966, 10970, 10973, 10992, 10994, 11005, 11015, 11024, 11031, 11043, 11067, 11077, 11078, 11079, 11105, 11107, 11127, 11154, 11159, 11183, 11188, 11246, 11247, 11274, 11314, 11328, 11332, 11338, 11374, 11378, 11380, 11408, 11415, 11421, 11426, 11433, 11438, 11439, 11459, 11462, 11464, 11472, 11480, 11484, 11485]"
763,19,3,"[11605, 11662, 11679, 11691, 11693, 11700, 11722, 11749, 11761, 11823, 11841, 11843, 11890, 11903, 11904, 11917, 11935, 11998, 12017, 12020, 12024, 12041, 12052]"
764,19,4,"[12208, 12291, 12292, 12318, 12325, 12365, 12368, 12396, 12401, 12408, 12458, 12471, 12534, 12538, 12572, 12599, 12610]"
765,19,5,"[12817, 12851, 12852, 12914, 12925, 12949, 12950, 12960, 13010, 13050, 13052, 13092, 13101, 13108, 13165, 13182, 13190, 13200, 13229, 13256, 13278, 13305]"
766,19,6,"[13529, 13546, 13580, 13600, 13601, 13602, 13616, 13642, 13650, 13657, 13662, 13737, 13738, 13744, 13753, 13755, 13768, 13769, 13777]"
767,19,7,"[14033, 14034, 14035, 14053, 14055, 14075, 14085, 14122, 14124, 14145, 14155, 14162, 14180, 14189, 14281, 14282, 14303, 14308, 14316, 14363, 14369, 14372, 14383, 14396, 14470]"
768,19,8,"[14625, 14640, 14643, 14661, 14664, 14690, 14693, 14709, 14715, 14727, 14738, 14765, 14767, 14793, 14794, 14805, 14806, 14807, 14863, 14883, 14890, 14922, 15025, 15026, 15046, 15065, 15081]"
769,19,9,"[15202, 15228, 15242, 15252, 15258, 15263, 15285, 15359, 15381, 15401, 15421, 15424, 15425, 15492, 15493, 15497, 15573, 15597, 15694, 15760, 15777, 15781]"
770,19,10,"[16031, 16093, 16131, 16278, 16364, 16375, 16393, 16421, 16437, 16487, 16512, 16571, 16588, 16589, 16595, 16613, 16672, 16715, 16727, 16745, 16747, 16750]"
771,19,11,"[16890, 16920, 16921, 16948, 17022, 17076, 17117, 17175, 17191, 17319, 17323]"
772,19,12,"[17531, 17537, 17561, 17564, 17592, 17618, 17721, 17787, 17844]"
773,19,13,"[18032, 18057, 18204, 18250, 18258, 18279, 18334, 18373, 18413, 18422, 18423, 18432, 18481, 18509, 18524, 18531, 18547, 18554]"
774,19,14,"[18751, 18761, 18810, 18875, 18912, 18916, 18917, 19022, 19023, 19027, 19031, 19054, 19075, 19119, 19257, 19484, 19608, 19621, 19713, 19775, 19806, 19814, 19887]"
775,19,15,"[20181, 20217, 20219, 20256, 20285, 20310, 20381, 20382, 20392, 20394, 20397, 20419, 20527, 20550, 20610, 20637, 20691, 20712, 20743]"
776,19,16,"[20862, 20868, 20872, 20896, 20933, 21090, 21096, 21115, 21130, 21185, 21251, 21303]"
777,19,17,"[21582, 21614, 21662, 21666, 21718, 21770, 21794, 21836, 21839, 21902, 21914, 21974]"
778,19,18,"[22328, 22350, 22356, 22360, 22364, 22394, 22428, 22497, 22555, 22574, 22693, 22711, 22720, 22736, 22850, 22871, 22884, 22887, 22890, 22891, 22892, 22905, 23029, 23045, 23046]"
779,19,19,"[23186, 23329, 23383, 23390, 23429, 23432, 23436, 23480, 23525, 23526, 23527, 23688]"
780,19,20,"[23843, 23985, 24036, 24127, 24193, 24278]"
781,19,21,"[24444, 24498, 24501, 24509, 24565, 24578, 24658, 24679, 24682, 24820, 24827, 24838, 24839, 24884]"
782,19,22,"[25140, 25166, 25170, 25177, 25190, 25253, 25291, 25316, 25317, 25457, 25503, 25569, 25595, 25609, 25617]"
783,19,23,"[25782, 25802, 25967, 26125, 26135, 26174]"
784,19,24,"[26386, 26441, 26517, 26518, 26586, 26649, 26731, 26744, 26797]"
785,19,25,"[26925, 26934, 26964, 26965, 26967, 26976, 26980, 26982, 27063, 27075, 27080, 27128, 27135, 27137, 27156, 27159, 27220, 27224, 27238, 27293, 27309, 27400]"
786,19,26,"[27566, 27581, 27582, 27590, 27664, 27748, 27751, 27826, 27827, 27835, 27857, 27905, 27908, 27909, 27923, 27976, 27981]"
787,19,27,"[28180, 28238, 28271, 28285, 28289, 28337, 28387, 28443, 28462, 28465, 28495, 28496, 28520, 28549, 28559, 28560, 28569, 28598, 28634, 28640, 28650]"
788,19,28,"[28939, 29029, 29040, 29069, 29076, 29082, 29094, 29113, 29154, 29228]"
789,19,29,"[29377, 29392, 29506, 29542, 29574, 29584, 29641, 29661, 29672, 29714, 29741, 29824, 29861, 29879]"
790,19,30,"[30037, 30114, 30188, 30221, 30224, 30235, 30282, 30312, 30314, 30326, 30447, 30479, 30517]"
791,19,31,"[30683, 30710, 30918]"
792,19,32,"[31240, 31285, 31286, 31295, 31311, 31356, 31463, 31490, 31498, 31517, 31526, 31572, 31578, 31609]"
793,19,33,"[31827, 31858, 31877, 32008, 32069, 32079, 32108, 32162, 32216, 32238, 32292]"
794,19,34,"[32430, 32496, 32628, 32662, 32663, 32705, 32769, 32770, 32809, 32810, 32840]"
795,19,35,"[33046, 33114, 33207, 33230, 33242, 33254, 33507, 33563]"
796,19,36,"[33954, 33973]"
797,19,37,"[34326, 34453, 34469, 34552, 34606, 34610, 34684, 34736, 34737, 34769]"
798,19,38,"[34913, 34921, 34959, 35000, 35005, 35007, 35022, 35046, 35047, 35068, 35098, 35118, 35158, 35189, 35190, 35194, 35195, 35228, 35235, 35247, 35252, 35256, 35320, 35330, 35338, 35373, 35386, 35403]"
799,19,39,"[35545, 35548, 35639, 35662]"
800,20,0,[]
801,20,1,"[9, 22, 38, 89, 132, 154, 189, 223, 227, 239, 259, 268, 273, 279, 282, 392, 393, 405, 408, 421, 431, 441, 514, 532, 539, 542, 557, 559, 575, 583, 596, 597, 601, 615, 628, 629, 632, 651, 652, 725, 741, 753, 859, 873, 888, 889, 1026, 1063, 1109, 1134, 1150, 1191, 1217, 1269, 1301, 1376, 1497, 1541, 1616, 1644, 1666, 1703, 1758, 1831, 1854, 1903, 1910, 1985, 2012, 2068, 2091, 2099, 2170, 2218, 2289, 2314, 2330, 2338, 2372, 2380, 2410, 2426, 2447, 2536, 2538, 2591, 2613, 2614, 2620, 2621, 2630, 2725, 2735, 2768, 2775, 2818, 2905, 2919, 2928, 2936, 2945, 3032, 3041, 3060, 3107, 3119, 3151, 3163, 3173, 3178, 3191, 3226, 3229, 3275, 3276, 3277, 3278, 3279, 3280, 3281, 3282, 3283, 3284, 3285, 3287, 3301, 3305, 3307, 3309, 3313, 3337, 3338, 3342, 3354, 3361, 3383, 3397, 3406, 3428, 3431, 3443, 3449, 3457, 3468, 3514, 3515, 3530, 3535, 3536, 3540, 3553, 3562, 3566, 3577, 3597, 3639, 3657, 3696, 3784, 3797, 3818, 3848, 3868, 3900, 3962, 3982, 4053, 4106, 4111, 4158, 4190, 4252, 4253, 4276, 4295, 4327, 4351, 4354, 4380, 4479, 4527, 4626, 4678, 4771, 4842, 4866, 4879, 4903, 4923, 4926, 4932, 5007, 5047, 5051, 5072, 5110, 5126, 5131, 5216, 5221, 5238, 5271, 5305, 5332, 5335, 5338, 5339, 5386, 5419, 5434, 5441, 5518, 5523, 5531, 5543, 5620, 5778, 5862, 5906, 5909, 5932, 6030, 6032, 6127, 6128, 6183, 6208, 6218, 6256, 6293, 6325, 6328, 6359, 6416, 6468, 6476, 6559, 6592, 6612, 6658, 6685, 6814, 6868, 6918, 6923, 6942, 6950, 6984, 6987, 6998, 7007, 7029, 7046, 7067, 7079, 7130, 7168, 7201, 7281, 7285, 7312, 7404, 7416, 7528, 7539, 7626, 7667]"
802,20,2,"[9301, 9407, 9434, 9488, 9500, 9510, 9571, 9892, 9933, 10074, 10090, 10098, 10104, 10143, 10145, 10156, 10161, 10162, 10163, 10172, 10176, 10182, 10187, 10194, 10203, 10206, 10210, 10212, 10214, 10223, 10224, 10235, 10324, 10338, 10372, 10375, 10388, 10415, 10418, 10423, 10432, 10433, 10435, 10468, 10516, 10521, 10529, 10532, 10547, 10564, 10583, 10603, 10630, 10641, 10661, 10676, 10713, 10717, 10726, 10761, 10762, 10774, 10788, 10838, 10839, 10922, 10956, 10967, 11010, 11019, 11061, 11081, 11136, 11138, 11151, 11156, 11226, 11260, 11282, 11292, 11293, 11337, 11373, 11382, 11449, 11471]"
803,20,3,"[11684, 11798, 11825, 11853, 11854, 11866, 11870, 11876, 11880, 11885, 11908, 11933, 11976, 11983, 11986, 12002, 12058]"
804,20,4,"[12270, 12340, 12360, 12402, 12410, 12426, 12496, 12547, 12551, 12561, 12562, 12602, 12631, 12686]"
805,20,5,"[12818, 12833, 12871, 12883, 12887, 12911, 12943, 12948, 12979, 12995, 13013, 13014, 13053, 13060, 13063, 13071, 13087, 13174, 13213, 13228, 13266, 13300]"
806,20,6,"[13453, 13476, 13479, 13506, 13509, 13527, 13538, 13627, 13644, 13651, 13669, 13671, 13698, 13714, 13742, 13756, 13762, 13774, 13778, 13805, 13847, 13867, 13879, 13882]"
807,20,7,"[13999, 14014, 14051, 14056, 14072, 14078, 14104, 14166, 14172, 14205, 14232, 14261, 14273, 14274, 14291, 14293, 14350, 14356, 14364, 14387, 14388, 14488]"
808,20,8,"[14644, 14655, 14684, 14701, 14726, 14730, 14731, 14739, 14746, 14756, 14764, 14788, 14790, 14831, 14876, 14915, 14917, 14935, 14950, 14953, 14956, 14959, 14961, 14986, 14992, 14997, 14998, 15005, 15015, 15030, 15040, 15045, 15050]"
809,20,9,"[15209, 15222, 15223, 15260, 15261, 15270, 15276, 15279, 15287, 15303, 15312, 15313, 15347, 15349, 15366, 15375, 15379, 15448, 15453, 15466, 15481, 15498, 15503, 15527, 15529, 15540, 15557, 15558, 15574, 15604, 15623, 15638, 15666, 15707, 15708, 15766, 15768]"
810,20,10,"[16023, 16053, 16054, 16095, 16137, 16143, 16166, 16176, 16208, 16211, 16229, 16233, 16257, 16313, 16338, 16354, 16376, 16391, 16422, 16441, 16442, 16457, 16492, 16499, 16500, 16514, 16520, 16533, 16552, 16574, 16600, 16628, 16629, 16639, 16666, 16667, 16724, 16762]"
811,20,11,"[16904, 16955, 16982, 16986, 17023, 17024, 17051, 17071, 17086, 17101, 17109, 17119, 17134, 17143, 17150, 17157, 17170, 17181, 17187, 17189, 17190, 17210, 17220, 17224, 17230, 17234, 17275, 17290, 17295, 17331, 17334, 17337, 17347, 17350, 17365, 17374, 17406, 17411, 17413, 17421]"
812,20,12,"[17528, 17530, 17532, 17538, 17541, 17543, 17555, 17559, 17580, 17598, 17604, 17605, 17609, 17614, 17630, 17635, 17642, 17644, 17645, 17646, 17662, 17670, 17676, 17696, 17704, 17712, 17716, 17722, 17733, 17736, 17751, 17757, 17776, 17788, 17806, 17812, 17816, 17828, 17830, 17834, 17838, 17846, 17849, 17868, 17875, 17882, 17889, 17890, 17912, 17919, 17921, 17923, 17924, 17926, 17927]"
813,20,13,"[18068, 18079, 18098, 18102, 18105, 18107, 18117, 18160, 18178, 18181, 18186, 18192, 18200, 18203, 18223, 18240, 18241, 18242, 18243, 18246, 18255, 18256, 18259, 18260, 18276, 18277, 18278, 18291, 18304, 18307, 18321, 18335, 18350, 18356, 18362, 18364, 18371, 18377, 18378, 18384, 18385, 18400, 18401, 18411, 18412, 18431, 18433, 18443, 18444, 18446, 18452, 18480, 18499, 18512, 18540]"
814,20,14,"[18690, 18696, 18697, 18700, 18710, 18714, 18719, 18720, 18721, 18745, 18748, 18753, 18772, 18773, 18780, 18784, 18794, 18814, 18815, 18820, 18860, 18865, 18868, 18869, 18877, 18883, 18902, 18908, 18911, 18930, 18934, 18939, 18946, 18959, 18961, 18963, 18966, 18972, 18991, 19001, 19016, 19018, 19025, 19030, 19037, 19049, 19050, 19060, 19061, 19066, 19067, 19071, 19078, 19086, 19087, 19095, 19100, 19110, 19112, 19113, 19114, 19115, 19116, 19124, 19125, 19136, 19140, 19146, 19148, 19151, 19153, 19157, 19162, 19163, 19181, 19185, 19186, 19188, 19189, 19192, 19204, 19211, 19215, 19221, 19222, 19223, 19224, 19239, 19241, 19242, 19244, 19245, 19255, 19278, 19279, 19296, 19297, 19318, 19335, 19336, 19338, 19340, 19348, 19374, 19375, 19376, 19422, 19423, 19426, 19429, 19436, 19453, 19463, 19467, 19487, 19499, 19501, 19528, 19533, 19543, 19544, 19546, 19559, 19581, 19604, 19619, 19625, 19627, 19678, 19687, 19688, 19695, 19699, 19731, 19741, 19748, 19772, 19794, 19824, 19841, 19842, 19848, 19858, 19892, 19895, 19907, 19908, 19913, 19916, 19919]"
815,20,15,"[20149, 20154, 20171, 20183, 20191, 20210, 20214, 20224, 20229, 20230, 20237, 20238, 20241, 20248, 20270, 20294, 20302, 20305, 20361, 20365, 20373, 20374, 20377, 20383, 20386, 20390, 20399, 20412, 20429, 20434, 20447, 20450, 20451, 20452, 20455, 20482, 20489, 20492, 20496, 20497, 20510, 20573, 20574, 20589, 20605, 20622, 20636, 20664, 20693, 20705, 20728, 20742, 20748]"
816,20,16,"[20861, 20885, 20890, 20913, 20915, 20921, 20923, 20925, 20930, 20935, 20947, 20951, 20979, 20989, 20999, 21022, 21030, 21033, 21050, 21058, 21062, 21072, 21088, 21089, 21094, 21106, 21109, 21122, 21134, 21145, 21154, 21164, 21173, 21208, 21212, 21213, 21217, 21219, 21224, 21226, 21230, 21232, 21233, 21241, 21244, 21248, 21252, 21259, 21260, 21261, 21263, 21269, 21283, 21297, 21337, 21339, 21344, 21350, 21356, 21358, 21359]"
817,20,17,"[21509, 21510, 21517, 21521, 21535, 21539, 21562, 21578, 21579, 21580, 21581, 21585, 21590, 21591, 21592, 21594, 21596, 21597, 21609, 21619, 21624, 21625, 21636, 21671, 21673, 21679, 21683, 21685, 21697, 21698, 21701, 21702, 21709, 21710, 21739, 21755, 21791, 21806, 21845, 21857, 21861, 21883, 21890, 21893, 21935, 21944, 21967, 21996, 22029, 22051, 22057, 22059, 22067]"
818,20,18,"[22187, 22208, 22222, 22223, 22225, 22286, 22304, 22369, 22374, 22384, 22388, 22438, 22445, 22480, 22500, 22507, 22520, 22521, 22536, 22580, 22587, 22601, 22603, 22630, 22631, 22657, 22665, 22666, 22700, 22714, 22725, 22734, 22744, 22745, 22769, 22775, 22778, 22779, 22793, 22815, 22860, 22874, 22909, 22917, 22926, 22977, 22995, 22997, 23006, 23018, 23025, 23075]"
819,20,19,"[23250, 23262, 23270, 23291, 23292, 23301, 23321, 23340, 23357, 23361, 23366, 23375, 23386, 23389, 23392, 23407, 23411, 23423, 23437, 23445, 23447, 23452, 23473, 23478, 23552, 23586, 23590, 23625, 23626, 23661, 23676, 23677]"
820,20,20,"[23836, 23866, 23909, 23925, 23958, 23965, 24011, 24013, 24022, 24096, 24115, 24149, 24165, 24190, 24191, 24275, 24285, 24297, 24301, 24303]"
821,20,21,"[24443, 24450, 24469, 24472, 24488, 24494, 24516, 24555, 24556, 24568, 24585, 24616, 24617, 24634, 24637, 24655, 24659, 24666, 24677, 24683, 24700, 24733, 24739, 24745, 24748, 24792, 24799, 24864]"
822,20,22,"[25135, 25139, 25142, 25179, 25181, 25191, 25213, 25214, 25219, 25252, 25254, 25266, 25292, 25384, 25395, 25398, 25422, 25426, 25434, 25484, 25497, 25512, 25530, 25545, 25547, 25580, 25606, 25607]"
823,20,23,"[25811, 25817, 25832, 25833, 25900, 25948, 25951, 25981, 25989, 25992, 26011, 26013, 26014, 26036, 26040, 26055, 26059, 26074, 26082, 26144, 26149, 26185, 26238, 26248]"
824,20,24,"[26363, 26391, 26414, 26495, 26505, 26519, 26524, 26550, 26565, 26566, 26625, 26626, 26632, 26650, 26653, 26655, 26668, 26711, 26718, 26724, 26738, 26741, 26743, 26762, 26789, 26796, 26800, 26801]"
825,20,25,"[26904, 26958, 26971, 26990, 27022, 27037, 27040, 27050, 27055, 27066, 27070, 27073, 27081, 27138, 27143, 27160, 27190, 27311, 27327, 27338, 27354]"
826,20,26,"[27536, 27541, 27588, 27615, 27640, 27712, 27731, 27758, 27809, 27816, 27823, 27824, 27858, 27904, 27918, 27921, 27931, 27978, 27984, 28006]"
827,20,27,"[28177, 28207, 28248, 28256, 28272, 28287, 28307, 28326, 28340, 28362, 28382, 28388, 28422, 28469, 28489, 28500, 28516, 28517, 28581, 28584, 28615]"
828,20,28,"[28835, 28837, 28853, 28862, 28883, 28888, 28889, 28890, 28922, 28927, 28944, 28959, 29110, 29140, 29148, 29155, 29161, 29189, 29192, 29202, 29248]"
829,20,29,"[29378, 29387, 29407, 29438, 29470, 29484, 29522, 29554, 29620, 29621, 29635, 29636, 29637, 29653, 29665, 29677, 29680]"
830,20,30,"[29985, 29987, 30028, 30038, 30041, 30157, 30170, 30213, 30214, 30245, 30254, 30266, 30293, 30321, 30346, 30434, 30512]"
831,20,31,"[30652, 30703, 30718, 30760, 30799, 30816, 30882, 30942, 30983, 31036]"
832,20,32,"[31159, 31185, 31279, 31330, 31331, 31339, 31366, 31386, 31389, 31406, 31512, 31557, 31564, 31592, 31602, 31607, 31622]"
833,20,33,"[31760, 31774, 31786, 31812, 31837, 31845, 31880, 31882, 31890, 31902, 31927, 31928, 31930, 31941, 31990, 32020, 32021, 32023, 32040, 32199, 32227]"
834,20,34,"[32410, 32419, 32437, 32503, 32524, 32590, 32615, 32636, 32647, 32707, 32783, 32844, 32867, 32869, 32870, 32915]"
835,20,35,"[33044, 33065, 33088, 33090, 33146, 33196, 33202, 33220, 33224, 33225, 33283, 33285, 33291, 33302, 33309, 33326, 33341, 33342, 33359, 33392, 33405, 33446, 33470, 33497, 33511, 33516, 33560]"
836,20,36,"[33672, 33730, 33771, 33872, 33955, 33980, 33995, 34033, 34089, 34100, 34175]"
837,20,37,"[34315, 34322, 34369, 34384, 34388, 34394, 34423, 34428, 34445, 34448, 34473, 34551, 34554, 34577, 34583, 34702, 34703, 34751, 34760]"
838,20,38,"[34901, 34902, 34909, 34916, 34982, 35006, 35010, 35011, 35014, 35031, 35032, 35033, 35064, 35072, 35073, 35074, 35094, 35104, 35106, 35129, 35145, 35161, 35162, 35163, 35164, 35167, 35175, 35182, 35183, 35184, 35185, 35186, 35220, 35232, 35239, 35240, 35242, 35272, 35318, 35380]"
839,20,39,"[35550, 35565, 35591, 35660]"
840,21,0,[]
841,21,1,"[36, 51, 58, 151, 158, 169, 172, 185, 232, 233, 270, 285, 308, 344, 372, 495, 648, 653, 668, 716, 779, 790, 823, 869, 877, 879, 907, 908, 911, 925, 960, 965, 985, 1003, 1004, 1008, 1022, 1024, 1035, 1077, 1145, 1155, 1170, 1207, 1223, 1245, 1321, 1364, 1369, 1407, 1422, 1515, 1534, 1632, 1650, 1713, 1810, 1856, 1876, 1896, 1975, 1991, 1999, 2023, 2071, 2080, 2239, 2302, 2332, 2336, 2339, 2482, 2522, 2704, 2715, 2757, 2767, 2786, 2824, 2863, 2918, 2930, 2962, 3001, 3022, 3029, 3103, 3240, 3334, 3336, 3376, 3432, 3604, 3717, 3720, 3722, 3728, 3788, 3885, 3898, 3926, 3947, 4036, 4048, 4068, 4101, 4105, 4141, 4265, 4286, 4341, 4352, 4366, 4477, 4514, 4529, 4551, 4560, 4617, 4647, 4698, 4762, 4811, 4877, 4922, 4925, 4976, 4990, 5104, 5113, 5168, 5169, 5255, 5275, 5298, 5313, 5323, 5341, 5363, 5369, 5380, 5387, 5417, 5442, 5476, 5491, 5537, 5572, 5593, 5594, 5611, 5727, 5747, 5760, 5832, 5846, 5882, 5910, 5933, 5939, 5951, 5959, 5987, 5988, 6043, 6073, 6092, 6110, 6172, 6311, 6349, 6502, 6686, 6742, 6825, 6845, 6922, 6933, 6939, 6952, 6953, 6967, 6968, 6969, 7004, 7038, 7100, 7155, 7263, 7298, 7299, 7379, 7405, 7447, 7466, 7471, 7521, 7554, 7568, 7584, 7628, 7664, 7708, 7718]"
842,21,2,"[9296, 9400, 9425, 9483, 9498, 9516, 9525, 9526, 9588, 9609, 9646, 9663, 9665, 9676, 9698, 9710, 9711, 9804, 9808, 9850, 9862, 9970, 10067, 10080, 10099, 10110, 10111, 10112, 10303, 10320, 10336, 10337, 10356, 10394, 10395, 10402, 10492, 10509, 10519, 10634, 10707, 10721, 10725, 10744, 10751, 10770, 10789, 10810, 10812, 10831, 10832, 10923, 10928, 10935, 10958, 11003, 11008, 11042, 11048, 11094, 11095, 11168, 11181, 11334, 11335, 11360, 11364, 11440, 11461, 11465]"
843,21,3,"[11592, 11625, 11627, 11628, 11651, 11652, 11661, 11672, 11718, 11770, 11785, 11802, 11891, 11896, 11945, 11950, 11956, 11975, 11977, 11984, 12038]"
844,21,4,"[12204, 12241, 12420, 12452, 12464, 12473, 12474, 12475, 12481, 12539, 12545, 12596, 12623, 12690]"
845,21,5,"[12840, 12886, 12927, 12956, 13004, 13066, 13078, 13093, 13154, 13167, 13214, 13232, 13283, 13292]"
846,21,6,"[13423, 13431, 13437, 13449, 13458, 13480, 13481, 13485, 13516, 13518, 13541, 13609, 13620, 13712, 13717, 13718, 13719, 13730, 13754, 13761, 13797, 13809, 13833, 13835, 13849]"
847,21,7,"[13992, 14007, 14036, 14039, 14059, 14060, 14062, 14120, 14148, 14179, 14286, 14301, 14306, 14336, 14349, 14429, 14440]"
848,21,8,"[14645, 14704, 14904, 14927, 15003, 15034, 15035, 15086]"
849,21,9,"[15206, 15216, 15240, 15266, 15301, 15364, 15374, 15394, 15412, 15458, 15546, 15549, 15572, 15606, 15625, 15628, 15632, 15636, 15646, 15647, 15655, 15671, 15771, 15793]"
